
   INFO  Server running on [http://127.0.0.1:8080].  

  Press Ctrl+C to stop the server
  2026-04-18 09:11:03 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:11:04 /manifest.json ..................................................................... ~ 512.41ms
  2026-04-18 09:11:05 /translations/ar ................................................................... ~ 505.09ms
  2026-04-18 09:11:05 /translations/en ......................................................................... ~ 1s
  2026-04-18 09:11:05 /sw.js ................................................................................... ~ 1s
  2026-04-18 09:11:06 /favicon.ico ......................................................................... ~ 1.71ms
  2026-04-18 09:11:11 /login ................................................................................... ~ 1s
  2026-04-18 09:11:11 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:11:12 /_debugbar/assets/stylesheets ............................................................ ~ 1s
  2026-04-18 09:11:13 /_debugbar/assets/javascript ............................................................. ~ 1s
  2026-04-18 09:11:13 /manifest.json ........................................................................... ~ 1s
  2026-04-18 09:11:14 /translations/ar ......................................................................... ~ 1s
  2026-04-18 09:11:14 /translations/en ......................................................................... ~ 1s
  2026-04-18 09:11:15 /sw.js ............................................................................. ~ 517.95ms
  2026-04-18 09:11:16 /favicon.ico ......................................................................... ~ 1.41ms
  2026-04-18 09:11:32 /login ................................................................................... ~ 1s
  2026-04-18 09:11:33 ...................................................................................... ~ 0.25ms
  2026-04-18 09:11:33 /_debugbar/assets/stylesheets ...................................................... ~ 515.71ms
  2026-04-18 09:11:33 /build/assets/vendor-CE21K4bl.css .................................................. ~ 517.19ms
  2026-04-18 09:11:34 /_debugbar/assets/javascript ....................................................... ~ 517.33ms
  2026-04-18 09:11:33 /build/assets/app-DVCVV6rs.css ........................................................... ~ 1s
  2026-04-18 09:11:33 /build/assets/app-DQFL_JNS.js ............................................................ ~ 1s
  2026-04-18 09:11:33 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:11:34 /manifest.json ..................................................................... ~ 522.56ms
  2026-04-18 09:11:33 /build/assets/vendor-B2N1yrhw.js ......................................................... ~ 1s
  2026-04-18 09:11:35 /build/assets/login-D2DZqf20.js ...................................................... ~ 4.61ms
  2026-04-18 09:11:35 /build/assets/auth-layout-Dt0gFZsY.js ................................................ ~ 5.89ms
  2026-04-18 09:11:35 /build/assets/theme-toggle-UMiT1RfB.js ............................................... ~ 7.18ms
  2026-04-18 09:11:35 /build/assets/select-5FO5gnQ_.js ..................................................... ~ 8.09ms
  2026-04-18 09:11:35 /build/assets/input-dNnCrxE7.js ...................................................... ~ 9.37ms
  2026-04-18 09:11:35 /build/assets/utils-Dhmp34-_.js ..................................................... ~ 10.49ms
  2026-04-18 09:11:35 /build/assets/language-CfLNMu0g.js ................................................... ~ 0.29ms
  2026-04-18 09:11:35 /build/assets/button-DVnLbe8S.js ..................................................... ~ 1.72ms
  2026-04-18 09:11:35 /build/assets/use-favicon-BxMdRRbq.js ................................................ ~ 2.92ms
  2026-04-18 09:11:35 /build/assets/helpers-CP1MBKeR.js .................................................... ~ 4.06ms
  2026-04-18 09:11:35 /build/assets/cookie-consent-D-JxpRxh.js ............................................. ~ 5.22ms
  2026-04-18 09:11:35 /build/assets/switch-R1L2E0qN.js ..................................................... ~ 0.22ms
  2026-04-18 09:11:35 /build/assets/label-DvaAh-q5.js ...................................................... ~ 1.59ms
  2026-04-18 09:11:35 /build/assets/input-error-Dhn6YXaJ.js ................................................ ~ 2.78ms
  2026-04-18 09:11:35 /build/assets/checkbox-DaNu_BBq.js ................................................... ~ 3.83ms
  2026-04-18 09:11:35 /build/assets/useFormFields-BIx9m98X.js .............................................. ~ 4.79ms
  2026-04-18 09:11:35 /build/assets/icons-SR0X9dbd.js ..................................................... ~ 11.97ms
  2026-04-18 09:11:35 /build/assets/tooltip-BMDjSTbI.js .................................................... ~ 0.38ms
  2026-04-18 09:11:35 /build/assets/textarea-DerARbtI.js ................................................... ~ 1.81ms
  2026-04-18 09:11:35 /build/assets/radio-group-DgngZVqM.js ................................................ ~ 3.32ms
  2026-04-18 09:11:35 /build/assets/slider-DeDiILue.js ..................................................... ~ 4.45ms
  2026-04-18 09:11:35 /build/assets/dialog-BF8i4SaC.js ..................................................... ~ 5.99ms
  2026-04-18 09:11:35 /translations/ar ................................................................... ~ 507.21ms
  2026-04-18 09:11:35 /translations/en ......................................................................... ~ 1s
  2026-04-18 09:11:35 /build/assets/badge--hrJss-0.js .......................................................... ~ 1s
  2026-04-18 09:11:35 /build/assets/usePageButtons-BFNsypsx.js ................................................. ~ 1s
  2026-04-18 09:11:36 /favicon.ico ......................................................................... ~ 3.48ms
  2026-04-18 09:11:36 /sw.js ............................................................................... ~ 3.09ms
  2026-04-18 09:11:37 /dashboard ............................................................................... ~ 1s
  2026-04-18 09:11:37 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:11:40 /translations/ar ......................................................................... ~ 1s
  2026-04-18 09:11:41 /translations/en ................................................................... ~ 501.21ms
  2026-04-18 09:11:41 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 09:11:42 /_debugbar/open .................................................................... ~ 508.68ms
  2026-04-18 09:11:43 /sw.js ............................................................................... ~ 0.19ms
  2026-04-18 09:12:00 /login ............................................................................. ~ 517.42ms
  2026-04-18 09:12:01 /login ................................................................................... ~ 1s
  2026-04-18 09:12:01 /login ................................................................................... ~ 1s
  2026-04-18 09:12:02 /login ............................................................................. ~ 503.55ms
  2026-04-18 09:12:03 /login ................................................................................... ~ 1s
  2026-04-18 09:12:04 /login ................................................................................... ~ 1s
  2026-04-18 09:12:05 /paypal/settings ................................................................... ~ 516.62ms
  2026-04-18 09:12:05 /login ............................................................................. ~ 501.28ms
  2026-04-18 09:12:06 /paypal/settings ................................................................... ~ 517.33ms
  2026-04-18 09:12:07 /login ................................................................................... ~ 1s
  2026-04-18 09:12:08 /google-captcha/settings ........................................................... ~ 517.64ms
  2026-04-18 09:12:08 /login ................................................................................... ~ 1s
  2026-04-18 09:12:10 /login ................................................................................... ~ 1s
  2026-04-18 09:12:10 .......................................................................................... ~ 1s
  2026-04-18 09:12:11 /build/assets/vendor-CE21K4bl.css .................................................... ~ 1.32ms
  2026-04-18 09:12:11 /_debugbar/assets/stylesheets ............................................................ ~ 1s
  2026-04-18 09:12:11 /build/assets/app-DVCVV6rs.css ........................................................... ~ 1s
  2026-04-18 09:12:12 /_debugbar/assets/javascript ....................................................... ~ 508.01ms
  2026-04-18 09:12:11 /build/assets/app-DQFL_JNS.js ............................................................ ~ 1s
  2026-04-18 09:12:11 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:12:12 /manifest.json ..................................................................... ~ 510.58ms
  2026-04-18 09:12:11 /build/assets/vendor-B2N1yrhw.js ......................................................... ~ 1s
  2026-04-18 09:12:13 /build/assets/login-D2DZqf20.js ...................................................... ~ 2.42ms
  2026-04-18 09:12:13 /build/assets/auth-layout-Dt0gFZsY.js ................................................ ~ 3.88ms
  2026-04-18 09:12:13 /build/assets/theme-toggle-UMiT1RfB.js ............................................... ~ 4.88ms
  2026-04-18 09:12:13 /build/assets/select-5FO5gnQ_.js ..................................................... ~ 6.05ms
  2026-04-18 09:12:13 /build/assets/input-dNnCrxE7.js ...................................................... ~ 7.05ms
  2026-04-18 09:12:13 /build/assets/utils-Dhmp34-_.js ...................................................... ~ 7.93ms
  2026-04-18 09:12:13 /build/assets/language-CfLNMu0g.js ................................................... ~ 0.24ms
  2026-04-18 09:12:13 /build/assets/button-DVnLbe8S.js ..................................................... ~ 1.19ms
  2026-04-18 09:12:13 /build/assets/use-favicon-BxMdRRbq.js ................................................ ~ 2.14ms
  2026-04-18 09:12:13 /build/assets/helpers-CP1MBKeR.js .................................................... ~ 0.25ms
  2026-04-18 09:12:13 /build/assets/cookie-consent-D-JxpRxh.js ............................................. ~ 0.38ms
  2026-04-18 09:12:13 /build/assets/icons-SR0X9dbd.js ...................................................... ~ 5.35ms
  2026-04-18 09:12:13 /build/assets/switch-R1L2E0qN.js ..................................................... ~ 2.44ms
  2026-04-18 09:12:13 /build/assets/label-DvaAh-q5.js ...................................................... ~ 3.56ms
  2026-04-18 09:12:13 /build/assets/input-error-Dhn6YXaJ.js ................................................ ~ 3.55ms
  2026-04-18 09:12:13 /build/assets/checkbox-DaNu_BBq.js ................................................... ~ 4.96ms
  2026-04-18 09:12:13 /build/assets/useFormFields-BIx9m98X.js .............................................. ~ 4.53ms
  2026-04-18 09:12:13 /build/assets/tooltip-BMDjSTbI.js .................................................... ~ 1.81ms
  2026-04-18 09:12:13 /build/assets/textarea-DerARbtI.js ................................................... ~ 1.32ms
  2026-04-18 09:12:13 /build/assets/radio-group-DgngZVqM.js ................................................ ~ 2.56ms
  2026-04-18 09:12:13 /build/assets/slider-DeDiILue.js ..................................................... ~ 3.92ms
  2026-04-18 09:12:13 /build/assets/dialog-BF8i4SaC.js ..................................................... ~ 0.35ms
  2026-04-18 09:12:13 /translations/ar ................................................................... ~ 514.20ms
  2026-04-18 09:12:13 /translations/en ......................................................................... ~ 1s
  2026-04-18 09:12:13 /build/assets/badge--hrJss-0.js .......................................................... ~ 1s
  2026-04-18 09:12:15 /_debugbar/open .................................................................... ~ 514.91ms
  2026-04-18 09:12:13 /build/assets/usePageButtons-BFNsypsx.js ................................................. ~ 2s
  2026-04-18 09:12:15 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 09:12:15 /sw.js ................................................................................... ~ 1s
  2026-04-18 09:12:16 /favicon.ico ......................................................................... ~ 0.58ms
  2026-04-18 09:12:16 /manifest.json ....................................................................... ~ 1.72ms
  2026-04-18 09:12:16 /favicon.ico ......................................................................... ~ 0.15ms
  2026-04-18 09:12:16 /storage/media/favicon.png ........................................................... ~ 0.98ms
  2026-04-18 09:06:11 ....................................................................................... ~ 6m 5s
  2026-04-18 09:06:08 ....................................................................................... ~ 6m 8s
  2026-04-18 09:12:31 /login ................................................................................... ~ 1s
  2026-04-18 09:12:32 ...................................................................................... ~ 0.22ms
  2026-04-18 09:12:32 /build/assets/vendor-CE21K4bl.css .................................................... ~ 1.35ms
  2026-04-18 09:12:32 /_debugbar/assets/stylesheets ...................................................... ~ 515.61ms
  2026-04-18 09:12:32 /build/assets/app-DVCVV6rs.css ..................................................... ~ 517.10ms
  2026-04-18 09:12:33 /_debugbar/assets/javascript ....................................................... ~ 506.88ms
  2026-04-18 09:12:32 /build/assets/app-DQFL_JNS.js ............................................................ ~ 1s
  2026-04-18 09:12:32 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:12:33 /manifest.json ....................................................................... ~ 1.93ms
  2026-04-18 09:12:32 /build/assets/vendor-B2N1yrhw.js ......................................................... ~ 1s
  2026-04-18 09:12:34 /build/assets/login-D2DZqf20.js ...................................................... ~ 2.33ms
  2026-04-18 09:12:34 /build/assets/auth-layout-Dt0gFZsY.js ................................................ ~ 3.38ms
  2026-04-18 09:12:34 /build/assets/theme-toggle-UMiT1RfB.js ............................................... ~ 4.46ms
  2026-04-18 09:12:34 /build/assets/select-5FO5gnQ_.js ..................................................... ~ 1.34ms
  2026-04-18 09:12:34 /build/assets/input-dNnCrxE7.js ...................................................... ~ 2.32ms
  2026-04-18 09:12:34 /build/assets/utils-Dhmp34-_.js ...................................................... ~ 3.39ms
  2026-04-18 09:12:34 /build/assets/language-CfLNMu0g.js ................................................... ~ 0.25ms
  2026-04-18 09:12:34 /build/assets/button-DVnLbe8S.js ..................................................... ~ 1.21ms
  2026-04-18 09:12:34 /build/assets/use-favicon-BxMdRRbq.js ................................................ ~ 2.05ms
  2026-04-18 09:12:34 /build/assets/helpers-CP1MBKeR.js .................................................... ~ 2.89ms
  2026-04-18 09:12:34 /build/assets/cookie-consent-D-JxpRxh.js ............................................. ~ 3.84ms
  2026-04-18 09:12:34 /build/assets/icons-SR0X9dbd.js ...................................................... ~ 5.03ms
  2026-04-18 09:12:34 /build/assets/switch-R1L2E0qN.js ..................................................... ~ 1.59ms
  2026-04-18 09:12:34 /build/assets/label-DvaAh-q5.js ...................................................... ~ 3.11ms
  2026-04-18 09:12:34 /build/assets/input-error-Dhn6YXaJ.js ................................................ ~ 4.19ms
  2026-04-18 09:12:34 /build/assets/checkbox-DaNu_BBq.js ................................................... ~ 5.18ms
  2026-04-18 09:12:34 /build/assets/useFormFields-BIx9m98X.js .............................................. ~ 6.21ms
  2026-04-18 09:12:34 /build/assets/tooltip-BMDjSTbI.js .................................................... ~ 0.23ms
  2026-04-18 09:12:34 /build/assets/textarea-DerARbtI.js ................................................... ~ 1.24ms
  2026-04-18 09:12:34 /build/assets/radio-group-DgngZVqM.js ................................................ ~ 2.10ms
  2026-04-18 09:12:34 /build/assets/slider-DeDiILue.js ..................................................... ~ 2.95ms
  2026-04-18 09:12:34 /build/assets/dialog-BF8i4SaC.js ..................................................... ~ 3.82ms
  2026-04-18 09:12:34 /build/assets/badge--hrJss-0.js ...................................................... ~ 0.21ms
  2026-04-18 09:12:34 /translations/ar ................................................................... ~ 511.01ms
  2026-04-18 09:12:34 /translations/en ......................................................................... ~ 1s
  2026-04-18 09:12:34 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 09:12:34 /build/assets/usePageButtons-BFNsypsx.js ................................................. ~ 1s
  2026-04-18 09:12:35 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 09:12:34 /sw.js ................................................................................... ~ 2s
  2026-04-18 09:12:36 /favicon.ico ......................................................................... ~ 0.21ms
  2026-04-18 09:12:36 /manifest.json ....................................................................... ~ 1.58ms
  2026-04-18 09:12:36 /storage/media/favicon.png ........................................................... ~ 2.10ms
  2026-04-18 09:12:40 /login ................................................................................... ~ 1s
  2026-04-18 09:12:41 /login ............................................................................. ~ 513.69ms
  2026-04-18 09:12:42 /login ................................................................................... ~ 1s
  2026-04-18 09:12:42 /login ................................................................................... ~ 1s
  2026-04-18 09:12:43 /login ............................................................................. ~ 502.97ms
  2026-04-18 09:12:44 /login ................................................................................... ~ 1s
  2026-04-18 09:12:45 /settings .......................................................................... ~ 506.87ms
  2026-04-18 09:12:46 /login ................................................................................... ~ 1s
  2026-04-18 09:12:46 /settings ................................................................................ ~ 1s
  2026-04-18 09:12:48 /login ................................................................................... ~ 1s
  2026-04-18 09:12:52 ...................................................................................... ~ 1.09ms
  2026-04-18 09:12:52 /login ................................................................................... ~ 1s
  2026-04-18 09:12:53 ...................................................................................... ~ 0.38ms
  2026-04-18 09:12:53 /build/assets/vendor-CE21K4bl.css .................................................... ~ 1.75ms
  2026-04-18 09:12:53 /_debugbar/assets/stylesheets ...................................................... ~ 506.43ms
  2026-04-18 09:12:53 /build/assets/app-DVCVV6rs.css ..................................................... ~ 509.07ms
  2026-04-18 09:12:53 /_debugbar/assets/javascript ............................................................. ~ 1s
  2026-04-18 09:12:53 /build/assets/app-DQFL_JNS.js ............................................................ ~ 1s
  2026-04-18 09:12:53 /js/jquery.min.js ........................................................................ ~ 1s
  2026-04-18 09:12:53 /manifest.json ..................................................................... ~ 515.41ms
  2026-04-18 09:12:53 /build/assets/vendor-B2N1yrhw.js ......................................................... ~ 1s
  2026-04-18 09:12:54 /build/assets/login-D2DZqf20.js ...................................................... ~ 0.26ms
  2026-04-18 09:12:54 /build/assets/auth-layout-Dt0gFZsY.js ................................................ ~ 1.91ms
  2026-04-18 09:12:54 /build/assets/theme-toggle-UMiT1RfB.js ............................................... ~ 3.14ms
  2026-04-18 09:12:54 /build/assets/select-5FO5gnQ_.js ..................................................... ~ 4.47ms
  2026-04-18 09:12:54 /build/assets/input-dNnCrxE7.js ...................................................... ~ 5.87ms
  2026-04-18 09:12:54 /build/assets/utils-Dhmp34-_.js ...................................................... ~ 7.86ms
  2026-04-18 09:12:54 /build/assets/language-CfLNMu0g.js ................................................... ~ 0.64ms
  2026-04-18 09:12:54 /build/assets/button-DVnLbe8S.js ..................................................... ~ 2.36ms
  2026-04-18 09:12:54 /build/assets/use-favicon-BxMdRRbq.js ................................................ ~ 4.27ms
  2026-04-18 09:12:54 /build/assets/helpers-CP1MBKeR.js .................................................... ~ 6.20ms
  2026-04-18 09:12:54 /build/assets/cookie-consent-D-JxpRxh.js ............................................. ~ 7.73ms
  2026-04-18 09:12:54 /build/assets/icons-SR0X9dbd.js ...................................................... ~ 8.83ms
  2026-04-18 09:12:54 /build/assets/switch-R1L2E0qN.js ..................................................... ~ 1.14ms
  2026-04-18 09:12:54 /build/assets/label-DvaAh-q5.js ...................................................... ~ 2.50ms
  2026-04-18 09:12:54 /build/assets/input-error-Dhn6YXaJ.js ................................................ ~ 3.66ms
  2026-04-18 09:12:54 /build/assets/checkbox-DaNu_BBq.js ................................................... ~ 4.99ms
  2026-04-18 09:12:54 /build/assets/useFormFields-BIx9m98X.js .............................................. ~ 6.05ms
  2026-04-18 09:12:54 /build/assets/tooltip-BMDjSTbI.js .................................................... ~ 0.20ms
  2026-04-18 09:12:54 /build/assets/textarea-DerARbtI.js ................................................. ~ 502.22ms
  2026-04-18 09:12:54 /build/assets/radio-group-DgngZVqM.js .............................................. ~ 503.48ms
  2026-04-18 09:12:54 /build/assets/slider-DeDiILue.js ................................................... ~ 504.97ms
  2026-04-18 09:12:54 /build/assets/dialog-BF8i4SaC.js ................................................... ~ 506.20ms
  2026-04-18 09:12:54 /build/assets/badge--hrJss-0.js .................................................... ~ 507.27ms
  2026-04-18 09:12:54 /build/assets/usePageButtons-BFNsypsx.js ............................................. ~ 1.71ms
  2026-04-18 09:12:54 /translations/ar ................................................................... ~ 505.11ms
  2026-04-18 09:12:54 /translations/en ......................................................................... ~ 1s
  2026-04-18 09:12:54 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 09:12:55 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 09:12:54 /sw.js ................................................................................... ~ 2s
  2026-04-18 09:12:56 /favicon.ico ......................................................................... ~ 0.17ms
  2026-04-18 09:12:56 /manifest.json ....................................................................... ~ 1.00ms
  2026-04-18 09:12:57 /storage/media/favicon.png ........................................................... ~ 1.33ms
  2026-04-18 10:46:06 /dashboard ............................................................................... ~ 2s
  2026-04-18 10:46:06 /translations/ar ........................................................................ ~ 38s
  2026-04-18 10:46:44 /translations/en ......................................................................... ~ 1s
  2026-04-18 10:46:45 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 10:46:46 /_debugbar/open .................................................................... ~ 516.36ms
  2026-04-18 10:46:47 /sw.js ............................................................................... ~ 0.42ms
  2026-04-18 11:39:38 /dashboard ............................................................................... ~ 3s
  2026-04-18 11:39:38 /translations/ar ......................................................................... ~ 6s
  2026-04-18 11:39:44 /translations/en ......................................................................... ~ 1s
  2026-04-18 11:39:46 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:39:47 /_debugbar/open .................................................................... ~ 516.29ms
  2026-04-18 11:39:47 /sw.js ............................................................................. ~ 518.13ms
  2026-04-18 11:49:07 /roles ................................................................................... ~ 1s
  2026-04-18 11:49:08 /_debugbar/open .................................................................... ~ 512.13ms
  2026-04-18 11:49:15 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:16 /_debugbar/open .................................................................... ~ 507.87ms
  2026-04-18 11:49:17 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:17 /_debugbar/open .................................................................... ~ 515.55ms
  2026-04-18 11:49:18 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:19 /_debugbar/open .................................................................... ~ 517.25ms
  2026-04-18 11:49:19 /hrm/employees ..................................................................... ~ 517.01ms
  2026-04-18 11:49:20 /_debugbar/open .................................................................... ~ 512.52ms
  2026-04-18 11:49:21 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:22 /_debugbar/open .................................................................... ~ 513.68ms
  2026-04-18 11:49:22 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:23 /.well-known/appspecific/com.chrome.devtools.json ........................................ ~ 1s
  2026-04-18 11:49:25 /_debugbar/open .................................................................... ~ 501.37ms
  2026-04-18 11:49:25 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:26 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:49:26 /hrm/employees ..................................................................... ~ 503.01ms
  2026-04-18 11:49:27 /_debugbar/open .................................................................... ~ 511.80ms
  2026-04-18 11:49:28 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:29 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:49:31 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:32 /_debugbar/open .................................................................... ~ 506.29ms
  2026-04-18 11:49:32 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:33 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:49:34 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:36 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:49:37 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:38 /_debugbar/open .................................................................... ~ 518.71ms
  2026-04-18 11:49:39 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:40 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:49:41 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:43 /_debugbar/open .......................................................................... ~ 1s
  2026-04-18 11:49:44 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:45 /_debugbar/open .................................................................... ~ 515.36ms
  2026-04-18 11:49:45 /hrm/employees ..................................................................... ~ 507.70ms
  2026-04-18 11:49:46 /_debugbar/open .................................................................... ~ 507.22ms
  2026-04-18 11:49:47 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:48 /_debugbar/open .................................................................... ~ 501.07ms
  2026-04-18 11:49:48 /hrm/employees ..................................................................... ~ 501.09ms
  2026-04-18 11:49:49 /_debugbar/open .................................................................... ~ 515.10ms
  2026-04-18 11:49:49 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:50 /_debugbar/open .................................................................... ~ 502.76ms
  2026-04-18 11:49:51 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:51 /_debugbar/open .................................................................... ~ 509.32ms
  2026-04-18 11:49:52 /hrm/employees ..................................................................... ~ 505.96ms
  2026-04-18 11:49:53 /_debugbar/open .................................................................... ~ 504.45ms
  2026-04-18 11:49:53 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:54 /_debugbar/open .................................................................... ~ 509.90ms
  2026-04-18 11:49:55 /hrm/employees ..................................................................... ~ 503.63ms
  2026-04-18 11:49:56 /_debugbar/open .................................................................... ~ 515.08ms
  2026-04-18 11:49:56 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:57 /_debugbar/open .................................................................... ~ 512.47ms
  2026-04-18 11:49:58 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:49:59 /_debugbar/open .................................................................... ~ 507.57ms
  2026-04-18 11:49:59 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:00 /_debugbar/open .................................................................... ~ 500.53ms
  2026-04-18 11:50:01 /hrm/employees ..................................................................... ~ 503.06ms
  2026-04-18 11:50:02 /_debugbar/open .................................................................... ~ 512.62ms
  2026-04-18 11:50:03 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:03 /_debugbar/open .................................................................... ~ 509.60ms
  2026-04-18 11:50:04 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:05 /_debugbar/open .................................................................... ~ 517.35ms
  2026-04-18 11:50:06 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:06 /_debugbar/open .................................................................... ~ 514.74ms
  2026-04-18 11:50:07 /hrm/employees ..................................................................... ~ 508.90ms
  2026-04-18 11:50:08 /_debugbar/open .................................................................... ~ 500.48ms
  2026-04-18 11:50:08 /hrm/employees ..................................................................... ~ 503.46ms
  2026-04-18 11:50:09 /_debugbar/open .................................................................... ~ 517.59ms
  2026-04-18 11:50:09 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:10 /_debugbar/open .................................................................... ~ 515.65ms
  2026-04-18 11:50:11 /hrm/employees ..................................................................... ~ 512.75ms
  2026-04-18 11:50:12 /_debugbar/open .................................................................... ~ 512.00ms
  2026-04-18 11:50:12 /hrm/employees ..................................................................... ~ 503.25ms
  2026-04-18 11:50:13 /_debugbar/open .................................................................... ~ 502.03ms
  2026-04-18 11:50:13 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:14 /_debugbar/open .................................................................... ~ 502.20ms
  2026-04-18 11:50:14 /hrm/employees ..................................................................... ~ 511.98ms
  2026-04-18 11:50:15 /_debugbar/open .................................................................... ~ 516.00ms
  2026-04-18 11:50:16 /hrm/employees ..................................................................... ~ 999.24ms
  2026-04-18 11:50:17 /_debugbar/open .................................................................... ~ 511.91ms
  2026-04-18 11:50:17 /hrm/employees ..................................................................... ~ 502.22ms
  2026-04-18 11:50:18 /_debugbar/open .................................................................... ~ 506.25ms
  2026-04-18 11:50:18 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:19 /_debugbar/open .................................................................... ~ 514.05ms
  2026-04-18 11:50:20 /hrm/employees ..................................................................... ~ 515.26ms
  2026-04-18 11:50:20 /_debugbar/open .................................................................... ~ 515.38ms
  2026-04-18 11:50:21 /hrm/employees ..................................................................... ~ 514.51ms
  2026-04-18 11:50:21 /_debugbar/open .................................................................... ~ 514.90ms
  2026-04-18 11:50:22 /hrm/employees ..................................................................... ~ 515.68ms
  2026-04-18 11:50:23 /_debugbar/open .................................................................... ~ 515.82ms
  2026-04-18 11:50:23 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:24 /_debugbar/open ...................................................................... ~ 0.18ms
  2026-04-18 11:50:25 /hrm/employees ..................................................................... ~ 508.58ms
  2026-04-18 11:50:25 /_debugbar/open .................................................................... ~ 506.40ms
  2026-04-18 11:50:26 /hrm/employees ..................................................................... ~ 515.50ms
  2026-04-18 11:50:27 /_debugbar/open .................................................................... ~ 512.15ms
  2026-04-18 11:50:27 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:28 /_debugbar/open .................................................................... ~ 506.79ms
  2026-04-18 11:50:28 /hrm/employees ..................................................................... ~ 506.39ms
  2026-04-18 11:50:29 /_debugbar/open .................................................................... ~ 511.58ms
  2026-04-18 11:50:29 /hrm/employees ........................................................................... ~ 1s
  2026-04-18 11:50:30 /_debugbar/open ...................................................................... ~ 0.39ms
  2026-04-18 11:50:31 /hrm/employees ........................................................................... ~ 1s
